VoLL,Effectiveness,DiscountRate,k_star,NPV_star
6084.684879104476,0.7310057532634463,0.08430767627483438,11171,5361028096.3408375
3223.5220121787347,0.7934882407927452,0.10264277804562175,9548,3594300698.6236553
6577.495432640324,0.9824662731274951,0.10438267566961386,12554,8288491840.177837
4076.142574935931,0.9714913541899752,0.08865849029079825,11848,6221379873.739542
7224.489437884281,0.9767468451319121,0.10802728952573992,12661,8712332890.959826
4970.9899897986315,0.8794564409746379,0.08028886556945201,11834,6284711890.514915
6470.735678734754,0.8454059468810879,0.05897822391032513,12406,7824905690.552462
6221.852483069068,0.7614118648511965,0.10214699878725607,11200,5412551818.799107
3528.086032012913,0.7021928481171774,0.07341422940870526,9422,3505428912.2247353
7846.277519155279,0.9102927068299913,0.07895798743133355,12831,9354845455.40091
3603.7608525789374,0.7181090633054661,0.10083481716325426,9012,3252220904.219592
7527.254921567368,0.7048077753796357,0.09088985814995107,11461,5886355540.009014
6643.020251042757,0.7876592632828024,0.08659583314290706,11834,6419563612.090874
7074.259431253088,0.8788980940530597,0.07649887376160988,12536,8278818322.266174
3387.7890274748547,0.8460718528696258,0.08277357342489476,10673,4537477340.145105
3907.673783646753,0.7210407803389711,0.08558806525024845,9709,3720497190.4573717
4659.25867415639,0.7643493461040743,0.05662598259501054,11216,5310951445.865986
7189.652643348585,0.8065337411202294,0.10787495505556892,11861,6530037252.347004
3129.811346159725,0.7006718731460059,0.11470924259200566,7889,2650107353.5457087
6369.666255038109,0.9984443740318625,0.08356535150084675,12776,8950996301.89214
3795.6874827699066,0.9856849158335188,0.06162491214811478,12160,6812633900.5595455
4846.426535215267,0.9803679951610824,0.05571487953576034,12550,8049816467.214497
5269.810573069411,0.966187177498151,0.07235835421999462,12461,7795496731.637295
7813.289688578556,0.9992117801045466,0.08402108668419098,13050,10421823195.981041
4606.4579421700655,0.992031699424553,0.119910297541622,11782,6146288048.185507
5226.06550066122,0.7134237086325482,0.08129427864481893,10658,4620785724.792267
6550.873998985281,0.8878213982890126,0.09694548391478755,12239,7316663238.94195
7859.594299233462,0.8985913722657507,0.05640151416503643,12968,10013835790.774706
5948.655051048139,0.7634743019218803,0.10565529444996943,11056,5165551511.430466
4751.529911139262,0.8507309432929469,0.09924774022921143,11230,5335968219.18368
3858.1383795896922,0.8803178323396563,0.061202422751734084,11597,5772311326.685699
7132.892006727957,0.7998104885477554,0.08826880306316151,12035,6917508056.054636
7153.553023211691,0.9907201186419321,0.07292744843891302,12987,10032345819.709215
3441.8690980585293,0.9890467371338743,0.1192512410579821,11127,5093238026.784685
7595.385435279976,0.9551457070159997,0.08455849197698759,12869,9558580381.26822
5343.082790637924,0.8676858418301809,0.05748315434163276,12207,7115619639.278397
7493.685456808276,0.8845441622465716,0.11944320700863978,12249,7440638753.411118
6462.881987427125,0.8064204555389837,0.06214243518353763,12188,7193135177.957226
3230.840288542854,0.7980369115074347,0.07490560984187447,10244,4131410919.643094
5396.936050458975,0.8976934374408652,0.056015954822504335,12375,7586678956.626291
4482.228059257971,0.761026940746504,0.09565118160770719,10369,4309842925.614142
5885.781847145541,0.9045406409245579,0.06518509798553097,12453,7863225629.5922985
3111.3487417011784,0.7116922521744278,0.08196996527389397,8886,3179247859.05457
7388.050487803962,0.8617471557650523,0.08678452982169126,12439,8001961331.770166
5721.131378544424,0.8549256933338147,0.11204466516665595,11536,5858992214.019197
5050.971992832532,0.9458565420714149,0.10825519030540733,11867,6362545018.462252
5970.904958199648,0.7595250036207188,0.10427129953787077,11055,5166982269.384678
3027.1565319764395,0.7158239030600257,0.09068049427603767,8636,3029396030.10139
4259.867244240999,0.7792515812152235,0.05308092783504675,11185,5235050500.403828
7484.104334025045,0.8672345601473235,0.051652153522905975,12834,9341850790.610058
5863.27188774,0.9109032340796458,0.1000328898947214,12095,6908198866.358631
5230.160783129117,0.8275207456889337,0.0693685085953289,11775,6199014111.44886
7722.097712191528,0.9368373723738445,0.1194328762741626,12519,8298215353.577942
7539.538422521515,0.8222285603975324,0.0805735070093504,12350,7775233450.106398
6117.826897828015,0.7972863596049404,0.05228102866068431,12140,7061505829.558723
3822.0858023603105,0.8668904796510214,0.08759314329144927,11036,4990412055.482737
7859.048477835406,0.8594822691931195,0.09672296892866872,12439,8070939010.594843
4356.32265768161,0.8178919958475476,0.0549160159261846,11518,5701835271.595089
5219.243373919251,0.7596437263085538,0.05438170045550402,11506,5764271392.029789
6966.572483792277,0.7421441885747139,0.11252122621450926,11220,5473010974.034012
3912.677382106004,0.9432707047438842,0.11137811978537987,11241,5267343315.791029
3044.3295486538127,0.8852353228754377,0.10668695132441239,10263,4139354829.357827
7639.815318378558,0.8749211594699309,0.10484509455524163,12375,7852447654.373077
5523.395079522681,0.8736088074601993,0.0664957553069369,12187,7093507416.293177
5140.765501111095,0.8950297187050956,0.06977085909983033,12117,6902583498.058229
5192.516506410249,0.9834707783883692,0.057482320725245235,12653,8401540069.324238
5003.126365853245,0.938448368039351,0.05719600984904924,12429,7659943253.053623
5767.947370522905,0.8052698204360524,0.08699668498259538,11579,5935355077.662575
4642.003464630535,0.7229827082235855,0.11263068552387039,9720,3751011094.4336967
7917.875347267439,0.8277984452514476,0.0993654246091045,12283,7607522201.678942
5107.06560110576,0.9289898081418566,0.10582907384307258,11835,6294790053.022408
4539.895992963283,0.713027096325182,0.11967494090151806,9383,3485232010.5261335
6518.912107785945,0.9167156893432266,0.09558723431846661,12359,7685798248.045244
3327.4586147448854,0.715607753135077,0.08429049510470907,9120,3313932265.1124544
7029.715400517393,0.9937353386720938,0.09074381570329416,12837,9312883389.547503
3466.94768473498,0.80497753487631,0.11600373308824645,9596,3637032906.4389925
6278.818807312963,0.830034110401379,0.11729977323655279,11527,5890609610.144028
6774.1256222041775,0.7492411582297037,0.06005053118010296,11962,6733257646.315762
6277.566428593529,0.9939221190566667,0.10673597226359371,12504,8071037726.714939
6580.052437988173,0.9309222247468605,0.061404111548598254,12783,9024549947.983374
5443.740066366248,0.8833472514477971,0.06325495554974932,12243,7234071340.2460575
3269.85072717822,0.7784657648407644,0.11213323541469267,9188,3354737390.4539137
3206.308456223995,0.7864547860635303,0.056577155280729964,10495,4368051228.626725
6404.209751411394,0.7756065969754308,0.08463984812114744,11680,6133335116.81147
4479.095319323404,0.9644679686533937,0.10050322475759124,11834,6230829304.248009
3987.6113555195598,0.885883653353881,0.059456550689408735,11727,5996945232.821823
4489.157004807452,0.8091850046364552,0.07865868912810847,11097,5155188647.08122
7676.141990387237,0.7151358107674712,0.10662910355345914,11375,5748874485.941244
6126.806510834551,0.9456937607964644,0.06835606750974756,12646,8530253067.825224
3089.4878971733824,0.7238530474702103,0.05562537939574371,9723,3710463013.6921635
